Record.Number,Scientific.Name,Observation.Date,Verified.Date,Specimen.Type,Organism.Type,Status,Region(s),Lat/Long,Longitude,Precision,Location.Notes,Observation.Notes,Submitter,Data.Source,Partner.Project,Updated.Date
722976,Battus philenor,07/02/2011,01/01/2011,Sighting,butterfly,Resident,Lawrence CountyAlabamaUnited States,34.52,-87.506,point record,TNC Prairie Grove Glades,,vitaly charny (11),,,07/02/2012 20:08:01
722977,Battus philenor,07/24/2011,01/01/2011,Sighting,butterfly,Resident,Perry CountyAlabamaUnited States,32.69,-87.24,point record,Perry Lakes / Barton's Beach,,vitaly charny (11),,,07/02/2012 20:08:01
723434,Battus philenor,06/30/2012,07/05/2012,Photograph,butterfly,Resident,United StatesOhioFranklin County,40.102744293661,-82.901308536529,point record,,,cobal2913 (13108),,,07/05/2012 19:49:25
723732,Battus philenor,07/24/2010,07/06/2012,Photograph,butterfly,Resident,United StatesNew YorkUlster County,42.044703538634,-73.954467773437,point record,,,AHeidcamp (16199),,,07/06/2012 10:12:44
723981,Battus philenor,07/05/2012,07/07/2012,Photograph,caterpillar,Resident,United StatesSouth CarolinaGreenville County,34.8526176,-82.3940104,point record,Roper Mountain Science Center butterfly garden,,Jean Fontaine (16293),,,07/07/2012 18:32:50
724008,Battus philenor,08/16/2008,07/10/2012,Photograph,butterfly,Resident,United StatesMontgomery CountyTexas,30.244476,-95.568854999997,point record,,,barid (16299),,,07/10/2012 19:52:59
724067,Battus philenor,06/14/2012,07/08/2012,Photograph,caterpillar,Resident,United StatesNorth CarolinaForsyth County,36.0046731,-80.4072943,point record,On the path out of main arboretum area to the wild flower garden/woods. A wooden archway covered in vines. ,"Aristolochia species covers an arch in the ""wild flower"" garden and on this day at least 20 larvae of all sizes were in view. A hot week for the time of year.",l_edel (16319),,,07/08/2012 19:09:20
724308,Battus philenor,06/26/2012,07/09/2012,Photograph,butterfly,Resident,United StatesKentuckyLeslie County,37.076622404927,-83.430722951889,point record,,,von40827 (14208),,,07/09/2012 11:54:07
724309,Battus philenor,07/07/2012,07/09/2012,Photograph,butterfly,Resident,United StatesKentuckyLeslie County,37.076690883193,-83.430712223053,point record,,,von40827 (14208),,,07/09/2012 11:55:43
724361,Battus philenor,07/09/2012,07/09/2012,Photograph,butterfly,Resident,United StatesOhioKnox County,40.428059410805,-82.346080541611,point record,In deciduous woods near Apple Valley Lake shoreline.,"Seen in deciduous woods, flew all over, taking time to choose plant, then spending time at each plant, sometimes in dappled sunlight.  The morning had gotten warm, but not too hot.  There was a breeze.",dncms (15418),,,07/09/2012 12:50:07
724376,Battus philenor,06/19/2011,07/09/2012,Photograph,butterfly,Resident,United StatesIllinoisJackson County,37.72485542475,-89.260748326779,point record,"2 miles west of city-center, Carbondale, Illinois",Image taken early evening on a petunia,mathgeek (16132),,,05/20/2017 16:52:26
726823,Battus philenor,06/30/2012,08/03/2012,Photograph,butterfly,Resident,United StatesMichiganLivingston County,42.560066511694,-83.947262763977,point record,"feeding on a European pipevine,  apparently there were approximately 100 caterpillars",,Stylurus (16189),,,08/03/2012 10:32:15
726874,Battus philenor,07/14/2012,07/14/2012,Photograph,butterfly,Resident,United StatesKentuckyLeslie County,37.076750801624,-83.43058347702,point record,,,von40827 (14208),,,07/14/2012 21:23:44
727090,Battus philenor,07/16/2012,10/30/2012,Photograph,butterfly,Resident,United StatesNorth CarolinaHenderson County,35.333262624076,-82.364158630371,point record,,Flies continuously w/o stopping  ,bttrflywtchr12 (16692),,,10/30/2012 19:21:05
727255,Battus philenor,07/16/2012,07/22/2012,Photograph,butterfly,Resident,United StatesNew YorkOrange County,41.255516718835,-74.450773000718,point record,,Flutters wings constantly. Nectaring on Buddleia davidii. Temp in the low 80s.,klavierabend (16063),,,07/22/2012 18:37:09
727356,Battus philenor,07/18/2012,07/18/2012,Photograph,butterfly,Resident,United StatesIndianaWashington County,38.465014363524,-86.207056045532,point record,Southwest corner of Baseline Barrens Nature Preserve,,Howell_Curtis (1727),,,07/18/2012 09:45:18
728526,Battus philenor,07/07/2007,07/31/2012,Photograph,butterfly,Resident,United StatesOklahomaWagoner County,35.889745436796,-95.274960994721,point record,,On mudflat after flooding,gunhilda (15517),,,07/31/2012 19:16:51
728901,Battus philenor,07/27/2012,07/27/2012,Photograph,butterfly,Resident,United StatesKentuckyLeslie County,37.076682323413,-83.430701494217,point record,,,von40827 (14208),,,07/27/2012 23:01:45
729249,Battus philenor,07/29/2012,07/29/2012,Photograph,butterfly,Resident,United StatesOhioFranklin County,40.115134,-83.048102,point record,,Warm sunny day (upper 80s) low humidity,Karen Adams (9928),,,07/29/2012 21:39:35
729677,Battus philenor,08/01/2012,08/01/2012,Photograph,butterfly,Resident,United StatesOhioTrumbull County,41.153196,-80.648291,point record,,Have pipevine growing in the yard as a part of my butterfly garden.,S R Butcher (495),,,08/01/2012 21:41:03
729944,Battus philenor,08/01/2012,08/03/2012,Photograph,butterfly,Resident,United StatesIndianaHancock County,39.7423633,-85.8978946,point record,,,rjcohrs (3701),,,08/03/2012 07:48:24
730104,Battus philenor,07/31/2012,08/04/2012,Photograph,butterfly,Resident,United StatesFloridaCollier County,26.1072833,-81.7711885,point record,"Pfeffer-Beach Butterfly Garden, Naples Botanical Gardens
4820 Bayshore Dr.
Naples, Fl 34112","While the polydamas and pipevine were mating they attracted the attention of their own species.  First, a pipevine and then a polydamas attempted to move in on them.",Tatiana Staats (6870),,,05/20/2017 16:52:26
730234,Battus philenor,08/05/2012,08/05/2012,Photograph,caterpillar,Temporary Colonist,United StatesNew YorkMonroe County,42.962528,-77.589804,point record,In our garden,these caterpillar has no long hairs on it and there were two of them with in a foot they were on a wild morning glory plant that grows around my tomato plants. this was in Monroe county NY state on a very very hot day,summer14 (17539),,,08/05/2012 17:54:28
730322,Battus philenor,04/10/2012,10/30/2012,Photograph,butterfly,Resident,United StatesNorth CarolinaCatawba County,35.820719,-81.190381,point record,Riverbend Park,,Lori Owenby (271),,,10/30/2012 19:28:18
731067,Battus philenor,08/12/2012,08/12/2012,Photograph,butterfly,Resident,United StatesTennesseeFentress County,36.526886,-85.011454,point record,Buck Mountain Rd.,Basking.,stephen stedman (48),,,08/12/2012 19:09:29
732066,Battus philenor,08/19/2012,08/19/2012,Photograph,butterfly,Resident,United StatesTennesseeVan Buren County,35.767686388511,-85.355529785156,point record,,,stephen stedman (48),,,08/19/2012 20:32:38
732192,Battus philenor,07/26/2012,08/22/2012,Photograph,butterfly,Resident,United StatesArizonaCochise County,31.407714574882,-110.10686874389,point record,,early morning in courtyard of B&B,csgee (17839),,,08/22/2012 01:11:21
732568,Battus philenor,08/23/2012,09/03/2012,Photograph,butterfly,Resident,United StatesFloridaHernando County,28.472171456427,-82.354438304901,point record,,,jjflossem (11832),,,09/03/2012 08:04:44
732579,Battus philenor,08/23/2012,09/05/2012,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.3349467,-94.297515799996,point record,,Early afternoon. Warm sunny breezy. Field edge. Swallowtail was actively feeding on a tall thistle.,CA Ivy (16816),,,09/05/2012 11:50:05
738935,Battus philenor,06/17/2011,08/28/2012,Photograph,butterfly,Resident,United StatesTennesseeHamilton County,35.164003045874,-85.219037532806,point record,Taken at Rogers tract of North Chickamauga Creek WMA,,lilkriskattn (17932),,,08/28/2012 13:33:32
738950,Battus philenor,08/24/2012,08/28/2012,Photograph,butterfly,Resident,United StatesTennesseeHamilton County,35.046065344903,-85.309564769268,point record,close to corner of MLK and Market St. downtown Chattanooga,,lilkriskattn (17932),,,08/28/2012 13:41:34
740122,Battus philenor,08/27/2012,08/28/2012,Photograph,butterfly,Resident,United StatesTennesseeHamilton County,35.149292920963,-85.234401226044,point record,Vandergriff Tract North Chickamauga Creek WMA,,lilkriskattn (17932),,,08/28/2012 13:52:01
740787,Battus philenor,04/09/2012,08/30/2012,Photograph,butterfly,Resident,United StatesTravis CountyTexas,30.411791,-97.648724000002,point record,,,jeffmci9 (908),,,08/30/2012 18:02:11
741058,Battus philenor,07/29/2001,09/03/2012,Photograph,butterfly,Resident,United StatesFloridaLeon County,30.449518,-84.247348,point record,,,stomlins701 (18066),,,09/03/2012 08:29:33
741379,Battus philenor,09/02/2012,09/04/2012,Photograph,caterpillar,Resident,United StatesWest VirginiaTucker County,39.039186325177,-79.668173789978,point record,Observation was made on the Turkey Run Trail in the Otter Creek Wilderness approx. 1.5 mi. from the trailhead on FR701.  Point on map is approximate.,"Caterpillar was observed feeding on leaves of wild grape.  Weather was sunny, warm, and very humid at the time of the sighting.  There had been frequent, and at times heavy rain in the preceeding 12 hrs.",todonnell (13234),,,09/04/2012 13:41:06
741983,Battus philenor,09/06/2012,09/11/2012,Photograph,butterfly,Resident,United StatesTexasCass County,32.903217827604,-94.612031579015,point record,,,jolynn56468 (18775),,,09/11/2012 18:40:12
742787,Battus philenor,09/14/2012,09/14/2012,Photograph,butterfly,Resident,United StatesCaliforniaMarin County,37.827065147849,-122.49094963074,point record,"Kirby cove, just north of golden gate bridge, ",feeding,Corns206 (19039),,,09/14/2012 19:48:01
743273,Battus philenor,09/18/2012,09/18/2012,Sighting,butterfly,Resident,United StatesArkansasLogan County,35.175913052316,-93.617119789119,point record,Butterfly in my backyard on Mount Magazine.,Butterfly had succumbed to spider camouflaged in flower.,lorispencer (15),,,09/18/2012 13:33:00
744018,Battus philenor,09/23/2012,09/28/2012,Photograph,butterfly,Resident,Uvalde CountyUnited StatesTexas,29.624168309504,-99.859929084774,point record,,,JimConrad (547),,,09/28/2012 21:40:53
744092,Battus philenor,09/25/2012,10/21/2012,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.346145432737,-94.296083450316,point record,"Public fishing access, Lock and Dam Road, 0.5 miles north of entance to Sringhill park, Barling AR.",Mid afternoon. Sunny warm breezy. Arkansas river and wood edge vegetation. Pipevine was searcing the area.,CA Ivy (16816),,,10/21/2012 14:08:35
744217,Battus philenor,09/25/2012,10/21/2012,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.346285451981,-94.295654296871,point record,"Public fishing access, Lock and Dam Road 0.5 miles north of entrance to Springhill Park, Barling AR",Late afternoon. Sunny warm breezy. Arkansas river and wood edge vegetation. Pipevine liked boneset as well.,CA Ivy (16816),,,10/21/2012 14:38:35
744231,Battus philenor,09/26/2012,10/21/2012,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.3341133,-94.296891399996,point record,,Mid afternoon. Sunny warm. Front yard flowers. Pipevine was undisturbable during a long nectaring session on asters.,CA Ivy (16816),,,10/21/2012 14:56:45
744381,Battus philenor,09/28/2012,10/21/2012,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.346425470983,-94.296083450316,point record,"Public fishing access, Lock and Dam road 0.5 miles north of Springhill park entrance, Barling AR.","Late morn. Cloudy humid after rain. Arkansas river and wood edge vegetation. Pipevine swallowtail nectaring on Boneset flowers. Sensitive to movement, flew toward woods.",CA Ivy (16816),,,10/21/2012 15:11:35
744398,Battus philenor,09/20/2012,09/28/2012,Photograph,butterfly,Resident,United StatesGeorgiaHarris County,32.840911383305,-84.85450387001,point record,Callaway Gardens.,,curtis.lehman (46),,,09/28/2012 20:52:13
745097,Battus philenor,10/06/2012,11/11/2012,Photograph,butterfly,Resident,United StatesTexasBexar County,29.408894,-98.692117000001,point record,,"Very fast flyer, usually flits around and this is the first time I've been able to get pictures of it at all.  Weather was clear just before dusk and around 73 degrees. I also have a video as well which may show better detail and behavior since it was moving so quickly.",scarlettsdad (1374),,,11/11/2012 15:55:14
745232,Battus philenor,10/03/2012,11/12/2012,Photograph,butterfly,Resident,United StatesTexasHarris County,29.707139348134,-95.361328125004,point record,It was photographed in Houston near Hermann Park at the Zoo. It was not in an exhibit.,,clspade (19888),,,11/12/2012 21:16:16
745326,Battus philenor,10/09/2012,10/24/2012,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.346075423023,-94.295740127563,point record,"Public fishing access, Lock and Dam road 0.5 miles north of Springhill park entrance, Barling AR.",Mid afternoon. Cloudy cool. Arkansas river and wood edge. Pipevine was rapidly nectaring Boneset flowers.,CA Ivy (16816),,,10/24/2012 11:25:05
745884,Battus philenor,05/30/2011,10/31/2012,Photograph,butterfly,Resident,Johnston CountyNorth CarolinaUnited States,35.3709599,-78.306575,point record,"Howell Woods Environmental Learning Center, 6601 Devils Racetrack Road, Four Oaks, NC 27524","Pipevine Swallowtail nectaring on Butterfly Weed, Asclepias tuberosa, in our pollinator garden. Howell Woods Environmental Learning Center.",katrina mcdougald (7247),,,11/03/2012 11:48:49
746077,Battus philenor,07/07/2012,10/24/2012,Photograph,butterfly,Resident,United StatesPennsylvaniaBeaver County,40.5064796,-80.3653657,point record,Within the Wildflower Reserve Section of Raccoon Creek State Park in patch of Monarda didyma by Interpretive Center,,Shane Miller (20239),,,10/24/2012 06:34:28
748693,Battus philenor,09/03/2011,01/01/2011,Sighting,butterfly,Resident,Jefferson CountyAlabamaUnited States,33.56,-86.697,point record,Ruffner Mts NP,,vitaly charny (11),,,11/01/2012 18:05:30
748830,Battus philenor,10/02/2011,01/01/2011,Sighting,butterfly,Resident,Perry CountyAlabamaUnited States,32.7,-87.25,point record,Marion State Fish Hatchery,,vitaly charny (11),,,11/01/2012 18:06:27
754717,Battus philenor,10/21/2012,11/10/2012,Photograph,butterfly,Resident,Uvalde CountyUnited StatesTexas,29.62383255738,-99.858427047728,point record,,,JimConrad (547),,,11/10/2012 23:23:52
758635,Battus philenor,08/02/2010,01/02/2013,Photograph,butterfly,Resident,United StatesArkansasPope County,35.449972965634,-93.083682060245,point record,On Joe-Pye weed growing on bank of the Illinois Bayou,,Debbie Taylor (22073),,,01/02/2013 12:13:39
759111,Battus philenor,10/04/2012,01/03/2013,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.346145432737,-94.295568466187,point record,"Public fishing access, Lock and Dam road 0.5 miles north of Springhill park entrance, Barling AR.",Pipevine actively nectaring frostweeds.,CA Ivy (16816),,,01/03/2013 14:35:40
759271,Battus philenor,05/19/2012,02/03/2013,Photograph,butterfly,Resident,United StatesIowa,40.540310993882,-91.612747907636,point record,"USA, IA, Lee Co., Croton Unit No. 3, Shimek State Forest
T66N R07W S1 SW1/4 40°32'25""N 91°36'46""W 594 ft
Habitat: Open gravel roadside through hilly mature oak-hickory woods with stream","Weather: 86°F, light clouds, light wind
Situation: At red clover",tjantscher (617),,,02/03/2013 20:15:07
759757,Battus philenor,10/19/2012,01/27/2013,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.3341133,-94.296891399996,point record,,Pipevine was nectaring asters.,CA Ivy (16816),,,01/27/2013 09:02:15
764300,Battus philenor,02/02/2013,02/11/2013,Photograph,butterfly,Resident,United StatesFloridaSeminole County,28.819541148654,-81.405880451202,point record,"This is about 300yds N of the trailhead entrance at Fl 46 and Longwood-Markham Rd on a mixed-use equestrian and hiking trail. An extensive trail system including the Florida Trail, not readily apparent on this view, exists within the park.","Observed in a mixed Long Leaf Pine and Turkey Oak sandhill environment, punctuated with Saw Palmetto and Wire Grass. This is 1 of 4 observed earlier on other trails, which quickly retreated into Saw Palmetto thickets when approached.",Wallwiz (22958),,,02/11/2013 20:32:29
765174,Battus philenor,02/16/2013,02/19/2013,Photograph,butterfly,Unknown,United StatesCaliforniaLos Angeles County,34.110738,-117.7139132,point record,,"A few scattered individuals, mostly patrolling high around oak trees. This was one of the few that was observed feeding. Sunny, clear, 80F.",PDunwiddie (13210),,,02/19/2013 14:26:49
770008,Battus philenor,04/24/2011,03/17/2013,Photograph,butterfly,Resident,United StatesGeorgiaGlynn County,31.309215,-81.463588,point record,,Caterpilar on Wooly Pipevine leaf,Mikelchap (25),,,03/17/2013 14:20:07
770091,Battus philenor,03/06/2012,12/01/2012,Photograph,butterfly,Resident,Perry CountyAlabamaUnited States,32.69,-87.24,point record,Perry Lakes / Barton's Beach,,vitaly charny (11),,,03/18/2013 11:31:47
770124,Battus philenor,03/10/2012,12/01/2012,Photograph,butterfly,Resident,Tuscaloosa CountyAlabamaUnited States,33.25,-87.07,point record,Tannehill HSP,,vitaly charny (11),,,03/18/2013 11:31:58
770153,Battus philenor,03/18/2012,12/01/2012,Sighting,butterfly,Resident,Colbert CountyAlabamaUnited States,34.63,-87.81,point record,Cane Creek Canyon NP,,vitaly charny (11),,,03/18/2013 11:32:04
770210,Battus philenor,03/25/2012,12/01/2012,Photograph,butterfly,Resident,Cleburne CountyAlabamaUnited States,33.7,-85.6,point record,Talladega NF FS Roads 554,,vitaly charny (11),,,03/18/2013 11:32:16
770225,Battus philenor,03/28/2012,12/01/2012,Sighting,butterfly,Resident,Jefferson CountyAlabamaUnited States,33.38,-86.85,point record,Moss Rock NP,,vitaly charny (11),,,03/18/2013 11:32:20
770247,Battus philenor,03/31/2012,12/01/2012,Photograph,butterfly,Resident,Bibb CountyAlabamaUnited States,32.91,-87.39,point record,FS Roads 726 Talladega NF,,vitaly charny (11),,,03/18/2013 11:32:25
770276,Battus philenor,04/01/2012,12/01/2012,Sighting,butterfly,Resident,Cleburne CountyAlabamaUnited States,33.7,-85.6,point record,FS Roads 554 Talladega NF,,vitaly charny (11),,,03/18/2013 11:32:34
770367,Battus philenor,04/12/2012,12/01/2012,Sighting,butterfly,Resident,Dallas CountyAlabamaUnited States,32.33,-87.13,point record,FW Old Cahawba trackt,,vitaly charny (11),,,03/18/2013 11:32:54
770380,Battus philenor,04/13/2012,12/01/2012,Sighting,butterfly,Resident,Shelby CountyAlabamaUnited States,33.31,-86.77,point record,Oak Mountain SP,,vitaly charny (11),,,03/18/2013 11:32:55
770426,Battus philenor,04/14/2012,12/01/2012,Sighting,butterfly,Resident,Colbert CountyAlabamaUnited States,34.63,-87.81,point record,Cane Creek Canyon NP,,vitaly charny (11),,,03/18/2013 11:33:05
770459,Battus philenor,04/15/2012,12/01/2012,Sighting,butterfly,Resident,Colbert CountyAlabamaUnited States,34.63,-87.81,point record,Cane Creek Canyon NP,,vitaly charny (11),,,03/18/2013 11:33:11
770539,Battus philenor,04/28/2012,12/01/2012,Sighting,butterfly,Resident,Cleburne CountyAlabamaUnited States,33.7,-85.6,point record,"FS Road 500, 553 Talladega NF",,vitaly charny (11),,,03/18/2013 11:33:25
770564,Battus philenor,04/29/2012,12/01/2012,Sighting,butterfly,Resident,Perry CountyAlabamaUnited States,32.69,-87.24,point record,Perry Lakes / Barton's Beach,,vitaly charny (11),,,03/18/2013 11:33:34
770658,Battus philenor,05/10/2012,12/01/2012,Sighting,butterfly,Resident,DeKalb CountyAlabamaUnited States,34.51,-85.61,point record,Alpine Camp for Boys,,vitaly charny (11),,,03/18/2013 11:33:51
770697,Battus philenor,05/12/2012,12/01/2012,Sighting,butterfly,Resident,DeKalb CountyAlabamaUnited States,34.51,-85.61,point record,Alpine Camp for Boys,,vitaly charny (11),,,03/18/2013 11:33:57
770718,Battus philenor,05/19/2012,12/01/2012,Sighting,butterfly,Resident,Cleburne CountyAlabamaUnited States,33.71,-85.58,point record,"Talladega NF FS Roads 553, 548",,legacy.reporter (53),,,03/18/2013 11:34:02
770732,Battus philenor,05/05/2012,12/01/2012,Sighting,butterfly,Resident,Cleburne CountyAlabamaUnited States,33.71,-85.58,point record,"Talladega NF FS Roads 553, 548",,legacy.reporter (53),,,03/18/2013 11:34:05
770743,Battus philenor,05/19/2012,12/01/2012,Sighting,butterfly,Resident,Bibb CountyAlabamaUnited States,32.89,-87.29,point record,Palmertown Rd Talladega NF,,vitaly charny (11),,,03/18/2013 11:34:06
770761,Battus philenor,05/19/2012,12/01/2012,Sighting,butterfly,Resident,Bibb CountyAlabamaUnited States,32.94,-87.38,point record,FS Road 726 Talladega NF,,vitaly charny (11),,,03/18/2013 11:34:12
770789,Battus philenor,05/19/2012,12/01/2012,Photograph,butterfly,Resident,Perry CountyAlabamaUnited States,32.69,-87.24,point record,TNC Barton's Beach,,vitaly charny (11),,,03/18/2013 11:34:17
770802,Battus philenor,05/20/2012,12/01/2012,Sighting,butterfly,Resident,Shelby CountyAlabamaUnited States,33.31,-86.77,point record,Oak Mountain SP,,vitaly charny (11),,,03/18/2013 11:34:19
770817,Battus philenor,05/20/2012,12/01/2012,Sighting,butterfly,Resident,Jefferson CountyAlabamaUnited States,33.56,-86.7,point record,Raffner Mountain NP,,vitaly charny (11),,,03/18/2013 11:34:21
770835,Battus philenor,05/28/2012,12/01/2012,Sighting,butterfly,Resident,Colbert CountyAlabamaUnited States,34.63,-87.81,point record,Cane Creek Canyon NP,,vitaly charny (11),,,03/18/2013 11:34:26
770858,Battus philenor,05/26/2012,12/01/2012,Sighting,butterfly,Resident,Colbert CountyAlabamaUnited States,34.63,-87.81,point record,Cane Creek Canyon NP,,vitaly charny (11),,,03/18/2013 11:34:30
770886,Battus philenor,05/27/2012,12/01/2012,Sighting,butterfly,Resident,Colbert CountyAlabamaUnited States,34.63,-87.81,point record,Cane Creek Canyon NP,,vitaly charny (11),,,03/18/2013 11:34:37
770923,Battus philenor,05/28/2012,12/01/2012,Sighting,butterfly,Resident,Cleburne CountyAlabamaUnited States,33.7,-85.6,point record,FS Road 554 Talladega NF,,legacy.reporter (53),,,03/18/2013 11:34:46
770972,Battus philenor,06/03/2012,12/01/2012,Sighting,butterfly,Resident,Cleburne CountyAlabamaUnited States,33.7,-85.6,point record,FS Road 554 Talladega NF,,vitaly charny (11),,,03/18/2013 11:34:56
770989,Battus philenor,06/03/2012,12/01/2012,Sighting,butterfly,Resident,Cleburne CountyAlabamaUnited States,33.78,-85.56,point record,Coleman Lake Talladega NF,,vitaly charny (11),,,03/18/2013 11:34:58
771100,Battus philenor,06/24/2012,12/01/2012,Sighting,butterfly,Resident,Cleburne CountyAlabamaUnited States,33.7,-85.6,point record,FS Road 554 Talladega NF,,vitaly charny (11),,,03/18/2013 11:35:33
771122,Battus philenor,07/04/2012,12/01/2012,Photograph,butterfly,Resident,Cleburne CountyAlabamaUnited States,33.78,-85.56,point record,Coleman Lake Talladega NF,,vitaly charny (11),,,03/18/2013 11:35:37
771157,Battus philenor,07/08/2012,12/01/2012,Sighting,butterfly,Resident,Perry CountyAlabamaUnited States,32.69,-87.24,point record,Perry Lakes / Barton's Beach,,vitaly charny (11),,,03/18/2013 11:35:46
771185,Battus philenor,07/28/2012,12/01/2012,Sighting,butterfly,Resident,Jefferson CountyAlabamaUnited States,33.38,-86.85,point record,Moss Rock NP,,vitaly charny (11),,,03/18/2013 11:35:56
771202,Battus philenor,07/29/2012,12/01/2012,Sighting,butterfly,Resident,Jefferson CountyAlabamaUnited States,33.49,-86.78,point record,Birmingham Botanical Gardens,,vitaly charny (11),,,03/18/2013 11:35:58
771228,Battus philenor,08/04/2012,12/01/2012,Sighting,butterfly,Resident,Perry CountyAlabamaUnited States,32.69,-87.24,point record,TNC Barton's Beach,,vitaly charny (11),,,03/18/2013 11:36:03
771366,Battus philenor,03/15/2012,12/01/2012,Photograph,butterfly,Resident,Monroe CountyAlabamaUnited States,31.73,-87.47,point record,Haines Island park,,legacy.reporter (53),,,03/18/2013 11:36:44
771451,Battus philenor,08/26/2012,12/01/2012,Sighting,butterfly,Resident,Bibb CountyAlabamaUnited States,32.94,-87.38,point record,FS Road 726 Talladega NF,,vitaly charny (11),,,03/18/2013 11:37:04
771467,Battus philenor,08/26/2012,12/01/2012,Sighting,butterfly,Resident,Perry CountyAlabamaUnited States,32.69,-87.24,point record,TNC Barton's Beach,,vitaly charny (11),,,03/18/2013 11:37:08
771540,Battus philenor,09/21/2012,12/01/2012,Sighting,butterfly,Resident,Perry CountyAlabamaUnited States,32.69,-87.24,point record,TNC Barton's Beach,,legacy.reporter (53),,,03/18/2013 11:37:20
771922,Battus philenor,03/17/2013,03/24/2013,Photograph,butterfly,Temporary Colonist,United StatesCaliforniaLos Angeles County,34.114531557037,-117.7136349678,point record,"Claremont Colleges' Bernard Field Station.  On west side of the ""Neck"" adjacent to the border with Rancho Santa Ana Botanic Garden.","Observed on Golden Currant (Ribes aureum var. gracillimum) at the Claremont Colleges' Bernard Field Station. The host plant, Aristolochia californica (Pipevine), grows next door at the Rancho Santa Ana Botanic Garden.",Nancy Hamlett (2052),,Los Angeles Butterfly Survey,03/24/2013 00:57:35
773984,Battus philenor,04/09/2013,04/13/2013,Photograph,butterfly,Resident,United StatesVirginiaPrince Edward County,37.200150580207,-78.449957370758,point record,"Briery Creek Lake causeway, Briery Creek Lake WMA, Prince Edward Co., VA","Nectaring on Lamium purpureum, wings fluttering nearly constantly.",Mike Stinson (13037),,,04/13/2013 20:53:14
773987,Battus philenor,03/22/2013,04/09/2013,Photograph,butterfly,Resident,United StatesCaliforniaShasta County,40.5923246,-122.3774961,point record,,,Paul Bloch (26107),,,04/09/2013 22:39:08
773988,Battus philenor,03/22/2013,04/09/2013,Photograph,butterfly,Resident,United StatesCaliforniaTehama County,40.196773,-122.225351,point record,,,Paul Bloch (26107),,,04/09/2013 22:41:23
776206,Battus philenor,04/17/2013,04/17/2013,Photograph,butterfly,Resident,United StatesArkansasJohnson County,35.677568108902,-93.25528979301,point record,,Pipevine swallowtails courting and mating on Haw creek shore.,CA Ivy (16816),,,04/17/2013 22:52:20
854059,Battus philenor,04/23/2013,11/14/2013,Photograph,caterpillar,Resident,United StatesCaliforniaShasta County,40.593555759148,-122.37884402275,point record,,,dfullert (28541),,,11/14/2013 17:05:48
854178,Battus philenor,04/24/2013,04/26/2013,Photograph,butterfly,Resident,United StatesCaliforniaNapa County,38.5516923,-122.522049,point record,,,treichard (19120),,,04/26/2013 01:21:43
854422,Battus philenor,10/07/2012,05/01/2013,Photograph,butterfly,Resident,United StatesOhioHocking County,39.452763484869,-82.571697235107,point record,,,tomfishburn (9524),,,05/01/2013 08:30:23
856301,Battus philenor,05/12/2013,05/14/2013,Photograph,butterfly,Resident,Uvalde CountyUnited StatesTexas,29.624131003768,-99.85984325409,point record,"the butterflies were on the entrance road about half a km south of the county line, in Uvalde Co.
",,JimConrad (547),,,05/14/2013 15:24:46
856560,Battus philenor,05/16/2013,05/17/2013,Photograph,caterpillar,Resident,United StatesCaliforniaSolano County,38.529166013319,-121.91897392273,point record,,"It was found on a concrete pillar near live oak, walnut, coyote brush, wild rose, pipe vine, willow, poison oak, oregon ash. Near the creek. Warm, sunny and dry day.",cmcmorrow1 (32078),,,05/17/2013 21:30:23
856903,Battus philenor,05/14/2013,05/21/2013,Photograph,butterfly,Resident,United StatesWest VirginiaRaleigh County,37.853429746094,-81.068000792584,point record,"My Camera has a built in GPS.  According to the Metadata tag for this photograph the exact location was 37°51'10.50""N Latitude and 81°4'9.67""W longitude.","Full sunlight, moderate temperature, seen with one or two others of the same species.",gl1der (32724),,,05/21/2013 14:39:01
860302,Battus philenor,05/23/2013,05/28/2013,Photograph,caterpillar,Resident,Uvalde CountyUnited StatesTexas,29.624131003768,-99.859886169432,point record,,Crossing the road,JimConrad (547),,,05/28/2013 06:49:54
902018,Battus philenor,05/30/2013,06/04/2013,Photograph,butterfly,Resident,United StatesLouisianaVernon Parish,31.026349038655,-92.892322540279,point record,Cooter's Bog,,Jeff Trahan (256),,,06/04/2013 20:04:39
902478,Battus philenor,06/08/2013,06/15/2013,Photograph,butterfly,Resident,United StatesSouth CarolinaBerkeley County,33.0355149,-80.072403,point record,,Sighted late in the day (6:30pm).  Nectared on a variety of lantana plants.  Kept it's forewings in motion while nectaring.  Stayed around for about 10-15 minutes. Weather was warm and humid.,Kimberly Mrozinski (19725),,,06/15/2013 14:31:37
902792,Battus philenor,06/08/2013,06/15/2013,Photograph,butterfly,Resident,United StatesTennesseeMonroe County,35.346974605663,-84.056425988674,point record,,,Doug Bruce (97),,,06/15/2013 12:22:44
